User ID,,Tweet ID,Date,Exclude RT,Tweet,"1=postive, 2=N, 3=Negative, 0=unknown","EmotionCode (1= Anger/insult/dogmatic/judgemental2= fear/stressed out/depressed/sad/bummed out/embarrassed, 3= loving/kind/supportive/inspired/helpful/longing/hopeful, 4 = happy/joking/excited/turned on 5= Neutral,statement 0 = don't know/not relevant/sarcastic without enough info on emotion","Emotion Intensity (0=unknown/not relvant 1= no emotion, 2 = some emotion, 3= extremely intense)",1844,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 5:53,RT,RT @LAClippers: Just out here throwin' up lobs. #TheLobTheJam   ðŸ“º ESPN / #PrimeTicket https://t.co/Z22HBkykVx,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 5:52,RT,RT @_joshva: LA FLAME,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/6/15 10:46,th,thinkin' bout those summer nights.,2,5,1,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 5:11,RT,RT @juskaren_: @bellaaaooo is a cool kid. She got on the UCLA story ðŸ˜‚ðŸ‘,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 4:58,RT,RT @vbrvhvmc: shut up you eat ass,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/7/15 8:24,Si,"Sitella - ""I'm really happy in my sleeping bag because now I can fart whenever I want and not feel bad about it""",2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/7/15 8:32,Tb,Tbh glad the retreat is in a house by the beach instead of the wilderness lol,1,3,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/7/15 8:33,Fi,Finding the social media of my blind date tho,2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/7/15 8:39,I ,I have to be up in 5 hours. Oops.,3,2,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 1:19,Ha,Have been photoshooting for ADChi for literally 3 hours.,3,2,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 7:41,Be,Beware the groove,2,5,1,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 1:42,RT,"RT @etnjb: "" Don't get married, don't have kids, just travel the world """,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:00,LL,LLAMA FACE.,0,0,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:07,Ku,Kuzco is my spirit animal,2,5,1,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 1:10,RT,RT @etnjb: Only w me https://t.co/TRlVHXrhQg,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:10,@H,@HancelPacheco go to sleep,2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:10,Ca,Can't wait to have my own beach condo,1,3,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:23,@H,@HancelPacheco smh,0,0,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 0:19,RT,RT @ElleBofficial: Appreciate what you have,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 0:19,RT,"RT @phaany__: Me atm, ðŸ’”",,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 0:19,RT,RT @weeknddrug: Happiness exists when you don't know a thing.,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/5/15 0:19,RT,RT @3carms: Hope for nothing but the best for everybody,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 23:06,RT,"RT @OneCabrera_: It's come to that time where I need to watch motivational videos, cause this sht is getting tough.",,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:24,No,Not looking forward to going back to ucla tomorrow.  Whatever.,3,2,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:25,I ,I love being showered with love as a pledge but then again I can't wait to be an active.,1,4,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:28,@s,@stay_gold909 what a baby,3,1,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 22:12,RT,RT @Mariela_pascual: I love fall and love LOVE winter!,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 22:12,RT,RT @noreendlopez: spent all my money on food whoops Â¯\_(ãƒ„)_/Â¯,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 22:12,RT,RT @Katelynnxxoxo: I can't wait to see Mocking Jay 2ðŸ˜­,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:29,I',I've LITERALLY been surrounded only by estrogen for the past 36 hours.,0,0,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:30,I ,I should sleep.,2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:30,I ,I look forward to being able to touch the Greek letters instead of writing them out like srsly,1,3,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:31,@s,"@stay_gold909 keep them, you're going to need them when you're accidentally pushed into mud.",2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:31,@s,@stay_gold909 sounds like you're a butt :(,3,1,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 8:02,RT,RT @phaany__: What a shitty ass day man.,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 6:39,RT,RT @dwayneswann_: I be up for no reason,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 6:18,RT,RT @_joshva: y'all hiring ???? @Lakers,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 6:06,RT,RT @onlygodknowsMDM: Come on lakers ðŸ˜”,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:34,Co,Concert &amp; Lakers game in December omggggg,1,4,3,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:36,@s,@stay_gold909 what did I do? I'm granting you clean notcoveredinmud apparel to relieve you from your muddiness if and when you're muddy.,2,5,1,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:40,RT,"RT @torthea_chip: MMMF. Wow, red socks got me feelin some typa way. https://t.co/jMnW5GMTm1",,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:39,RT,RT @_peterpvn: There could have been a lot more Latino votes in the polls today if people just understood the importance of exercising thatâ€¦,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:42,@s,@stay_gold909 same :( my poor dress.  My stockings ripped at some point too smh You're bad luck to clothing.,3,2,2,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:44,@s,@stay_gold909 YOURE THE ONE WHO TRIPPED ðŸŒšâœŒðŸ½ï¸,2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 8:44,I ,I want a maternity pillow to cuddle with.,2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 17:06,@s,@stay_gold909 because of your intoxication,2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 17:40,In,In two weeks today I'll be an active sorority gurrrrrrrrl,1,4,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:09,RT,RT @lastxwish: If you ain't aim too high Then you aim too low,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 17:56,@s,"@stay_gold909 oh right of course, you don't drink. It was your idea to go on top of the hill tho.",2,5,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 18:00,@i,@irisnicoleee omw,0,0,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 18:07,@i,@irisnicoleee I know ðŸ‘¸ðŸ½,0,0,1,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 22:23,My,"My heart breaks for the people who live without knowing the person who gives me hope, who is my absolute everything -- Jesus Christ.",2,5,1,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 2:03,RT,RT @dwayneswann_: Yeah that part ðŸ“šðŸ’¸ðŸŽ“ðŸ¡ðŸ‘ª https://t.co/EsyiM7vC99,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 2:02,RT,RT @juskaren_: feeling really overwhelmed rn,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 22:00,RT,RT @etnjb: What's your drug,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 19:51,RT,RT @dwayneswann_: Damn its only 12,,,,,,,,,,,,,,
BeckyBeaar,5,6.63E+17,11/8/15 22:39,I ,I like Indian accents lol,1,4,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 18:49,RT,RT @fanly: He should get a million miles for this travel. ðŸ˜³ðŸš¶ðŸš—âœˆï¸ðŸš… https://t.co/4eYRKIerlM,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 2:40,I ,"I still have 3 more pages to go, HA",3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 2:50,Ha,Hate that I can't watch the game cause I procrastinated ðŸ™ƒ,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 17:53,RT,RT @m3ricaaa: I suck at essays and my midterm is an essay ðŸ™ƒ,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:11,My,My knee is hurting again ðŸ˜©,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 7:08,Ad,Adrian's roommates are savage asf!,3,1,3,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 16:52,RT,"RT @Gonzz_310: And to do better than the next guy, I had to just kill.",,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 16:52,RT,"RT @Gonzz_310: I always felt that I had to work harder than the next guy, just to do as well as the next guy.",,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 7:12,He,He walked in with a fucking bottle of vodka ðŸ˜‚ on a fucking Sunday lmao,0,0,0,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 7:36,Ev,Everybody always calling me fake like tf I'm a real ass friend ðŸ˜‚,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 7:39,Br,Bruh I wanna live here omfg lmfao ðŸ˜©ðŸ˜‚,1,4,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 7:39,Hi,His other roommate walks in high asf ðŸ˜‚ I'm fucking done,3,1,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 9:17,@v,@vivalamayra all late too lmao,0,0,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 9:18,en,energy drink never kicked in fml,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 9:19,cr,craving coffee really bad,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 8:11,RT,RT @vivalamayra: 100 chicken nuggets ðŸ˜ðŸ™ŒðŸ¼ #hungrysquad https://t.co/PJ0tJzf9uI,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 8:09,RT,"RT @DiazTad: ""I would like to thank alcohol for keeping me sane during midterm's weekðŸ˜‚""~me",,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 10:36,I',I'm still salty about the 2 swipes I didn't get to use this week ðŸ˜”,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 6:47,RT,RT @jovanalizzet_: all nighter tonight yay ðŸ“šðŸ˜©,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 6:41,RT,RT @briana_deanda: Let's all relax and see what happens tomorrow. Hoping for the best.,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 6:11,RT,RT @_joshva: grizzlies scored 69 ?! ðŸ˜ŸðŸ˜‚ðŸ˜‚,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 6:10,RT,RT @DiazTad: Actually feeling good about this essay ðŸ˜Š but then again I get higher grades on essay's that I felt were badðŸ™ƒ,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 5:34,RT,RT @juskaren_: My eating schedule is just as fucked up as my sleep schedule,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 5:16,RT,RT @dwayneswann_: Jeremih - Planes âœˆ,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 5:11,RT,RT @vivalamayra: @bellaaaooo @ me,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 16:41,Ad,Adrian is a real one for getting me my blue books ðŸ˜‚,1,3,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 4:56,RT,RT @juskaren_: @bellaaaooo goals ðŸ˜‚ðŸ˜‚ðŸ˜‚,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 4:56,RT,RT @_nicolenaranjo: TBH https://t.co/QUDjsqscHG,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 4:46,RT,RT @__yrrehs: I got like 27 different laughs and they all ugly,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 17:54,He,He's thankful for the athletes in our class ðŸ˜‚ðŸ‘ðŸ½,2,5,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 19:17,Fi,Finished early so I get to nap ðŸ‘ðŸ½,1,4,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 19:17,1 ,"1 midterm down, 2 more to go ðŸ˜­",2,5,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 3:50,RT,RT @HelloEduardo: Brb dying,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 20:29,I ,I wish I could live in YRL,1,3,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 3:44,RT,RT @gabbiepineapple: West side,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 2:27,RT,RT @ayyealexnou: I love this weather so much.,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 2:27,RT,"RT @dwayneswann_: Dont save her , she dont wanna be saved",,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 1:41,RT,RT @jasonhibono: People will always try to find a way to undermine your success.,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 1:40,RT,RT @vivalamayra: In the library trying to study but truth is I don't know how to study,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 23:32,RT,RT @sgbrandonn: I forgot how good the cool breeze and cold air felt like ðŸ’¨,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 23:11,RT,RT @lastxwish: The most optimistic pessimistic,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 23:10,RT,"RT @UCLA: ""Don't give up on your dreams, or your dreams will give up on you."" - #JohnWooden #MondayMotivation",,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 22:54,RT,RT @ColIegeStudent: This semester has me like https://t.co/2g0cxudea1,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 22:47,RT,RT @ItsReginaG: The first week of school vs the second week https://t.co/NI2VwJMFAM,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 22:40,RT,"RT @HelloEduardo: I have probably said ""fuck"" more times in my life than I have said my own name",,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 22:29,RT,RT @phaany__: I want pupusas ðŸ˜•,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 22:29,RT,RT @lastxwish: I get scared when the midterm seems too easy,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 22:28,I ,I had already forgotten what happened and she comes and reminds me ðŸ˜”,3,1,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 20:46,RT,RT @HelloEduardo: Glad that midterm was pretty easy,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 3:49,@_,@_LEAAM ðŸ˜ŠðŸ˜‚ https://t.co/iByWbG8IHb,0,0,0,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 3:52,@_,@_LEAAM damn cravings ðŸ˜‚,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 4:37,Fo,For every 10 mins Keitty works she takes a 30 min nap ðŸ˜‚,2,5,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 4:46,I ,I got people saying atb over here ðŸ˜‚,0,0,0,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 5:04,Pe,People at UCLA get offended by the simplest shit dude,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 16:39,RT,RT @DiazTad: fuck you mondayðŸ˜©,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 10:36,RT,RT @sgbrandonn: Busy week ahead of me,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 10:36,RT,RT @sgbrandonn: Week 6 ðŸ˜­ lets go,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 7:01,Mc,McDonalds run ðŸ˜ðŸŸ,2,5,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 10:05,RT,RT @DiazTad: When you were suppose to wash but your friend does it for you @bellaaaooo ðŸ˜ŠðŸ˜‚ðŸ˜­#realfriend,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 8:15,Im,Imma be surprised if I'm alive by Friday tbh #RIPbellaslife,3,2,3,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 9:01,To,Today went downhill really quick,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 9:06,@T,@TheRealAdrian05 lmfao that's irrelevant asf,0,0,3,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 8:10,RT,RT @themeli15: It randomly hits me that I'm in college and I wonder how and when it even happened.,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 9:09,@T,@TheRealAdrian05 wtf lmao chillax hoe ðŸ˜‚,0,0,3,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 9:11,Id,Idk how to stay awake rn omg ðŸ˜­,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/3/15 9:22,@T,@TheRealAdrian05 I took a nap ðŸ˜‚ðŸ˜‚,2,5,1,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 11:21,St,Still thinking about the tampon costume I saw at WeHo ðŸ˜‚,1,4,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 16:53,@G,@Gonzz_310 lmao psychopath! ðŸ˜‚,0,0,0,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 7:05,RT,RT @juskaren_: 5 weeks down 5 to go  quarter system kills,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 5:26,RT,RT @dominique_zee: UCLA: a place where you constantly question how you ended up here...,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:45,RT,RT @etnjb: Enjoyed tf out of my weekend,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:45,RT,RT @yahlubba: My friends r beautiful human beings,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:44,RT,RT @joshsugaton: getting sickðŸ™ƒ,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:44,RT,RT @vivalamayra: It's week 6 holy shit!,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:44,RT,RT @vivalamayra: Quarter system goes 0-100 real quick,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 4:44,RT,RT @vivalamayra: Tbh if you're on a semester system you have it so easy,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 17:47,I',I've never been more stressed,3,2,3,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 3:48,RT,RT @mhjl_: What the fuck am I doing? lol,,,,,,,,,,,,,,
bellaaaooo,5,6.61E+17,11/2/15 3:38,RT,RT @Natalieayala_: Who run the world?,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 17:55,My,"My cousin told me the chem midterm isn't that difficult, but she's a biochem major ðŸ˜­ðŸ˜‚",2,5,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 18:06,I ,I need like 259 shots of expresso right now,2,5,2,,,,,,,,,,,
evelyn_fierro,5,6.63E+17,11/8/15 9:55,RT,"RT @collegefession: ""I'm currently eating ice cream and candy at 2am. Is this what college does to you?"" - University of St Francis",,,,,,,,,,,,,,
evelyn_fierro,5,6.63E+17,11/8/15 9:55,RT,RT @LostAtCollege: Saturday night turn up https://t.co/9MQEXEAA6N,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/3/15 18:50,I ,I was tripping with those tweets cause I hadn't noticed the hearts lmao,1,4,2,,,,,,,,,,,
evelyn_fierro,5,6.63E+17,11/6/15 23:25,RT,RT @LostAtCollege: feelings rn https://t.co/aU2xnfbV0T,,,,,,,,,,,,,,
evelyn_fierro,5,6.62E+17,11/6/15 4:18,RT,RT @LostAtCollege: me trying to get out of bed this morning https://t.co/tfB29WTrdG,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 2:28,Ne,Never been more scared of taking a test before,3,2,3,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 3:39,Lo,Love studying in this weather,1,4,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:06,Fu,Fuck around and get lost,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:07,Fu,Fucked around with Chem and im definitely lost now,3,2,3,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:13,Ji,Jittery with and without coffee,2,5,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:33,Lo,Lol cause I actually thought I had my life together,3,2,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:34,HA,HA tru  https://t.co/KeS2OaFfVm,2,5,0,,,,,,,,,,,
aaronhuang327,5,6.62E+17,11/5/15 21:37,RT,RT @crappy: https://t.co/2L54WTpcBP,,,,,,,,,,,,,,
aaronhuang327,5,6.62E+17,11/4/15 17:39,RT,RT @Glowmanhb: I'm+a+terrible+person+and+I+love+myself https://t.co/yvfYCsCw5P,,,,,,,,,,,,,,
aaronhuang327,5,6.62E+17,11/4/15 17:39,RT,RT @SteveStfler: How you know you've had enough  https://t.co/jEGQIVIvJv,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:37,@t,@torthea_chip red socks are my favorite,2,5,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:39,@U,"@UCLA I'm struggling with Chemistry, can you just give me my degree already?",3,2,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:41,@t,"@torthea_chip help me with chemistry, I'll buy you red socks",1,3,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 5:42,Me,Me during my midterm tomorrow HA https://t.co/09o6qYmzGY,0,0,0,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 8:08,I',I'm trynna look like this 4 years from now but fall quarter is fucking that up for me https://t.co/iVVbj8IbmK,3,2,3,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 8:21,@p,@phaany__ I'm dying ðŸ˜­ I'm gonna fail my midterm cause idk shit and this is fucking hard and my life is a disaster ðŸ˜‚,3,2,3,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 8:22,Wh,When 5 yr old Bella is more successful than 18 yr old Bella ðŸ˜­,2,5,2,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 8:30,ðŸ,ðŸ˜­ you're the best ðŸ’—  https://t.co/eBQLJtmAar,1,3,3,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 10:42,Th,The fact that Mr. Fisher took calculus 4 times in college and still got a degree in math gives me hope,1,3,2,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 23:17,RT,RT @5SOS: https://t.co/dEZBVzvTYH,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 23:17,RT,RT @5SOS: https://t.co/QYjpJKk5Ub,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 23:09,RT,RT @5SOS: https://t.co/pqnVXP87IV,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 23:09,RT,RT @5SOS: https://t.co/mJex4altmz,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 22:13,Li,Line at Rende is overwhelming ðŸ‘ŽðŸ½,3,2,2,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 21:26,RT,RT @CatWormstein: Michael will be alright guys. he'd want you to make light of the situation instead of worrying :),,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 21:20,RT,RT @CatWormstein: Why do bad things happen to good people? ðŸ˜©,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 20:18,RT,RT @Michael5SOS: @JackAllTimeLow I think it was ball sweat,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 20:15,RT,RT @Michael5SOS: And I know I'm late but holy shit aliens,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 20:08,RT,RT @Michael5SOS: Wembley arena doesn't like me much,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 20:06,RT,RT @Michael5SOS: all good geezers. On crutches for the next few days. don't look at me funny pls lolz. Thanks radio 1 for having us!,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 20:03,RT,"RT @Luke5SOS: The crowd at @BBCR1 teen awards were incredible, thanks for having us !:-)",,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 19:25,RT,RT @Calum5SOS: Thankyou @BBCR1 for having us. Had a great time playing a few songs off of SGFG. https://t.co/1MnyB9TLVy,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 18:12,RT,RT @Ashton5SOS: Wembley was so full of brilliant energy tonight thank you @BBCR1 we had a blast closing the show xx https://t.co/ELXrzVaxPH,,,,,,,,,,,,,,
bellaaaooo,5,6.62E+17,11/4/15 22:15,In,In 4 hours I'll be stepping into my doom ðŸ˜Š,3,2,2,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 18:03,RT,RT @Michael5SOS: WHY DO I ALWAYS HURT MYSELF,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 14:38,RT,RT @Ashton5SOS: .@BBCR1 mornin everyone excited to see you all at wembley! Gonna cuddle @AllTimeLow xx,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 14:38,RT,RT @JackAllTimeLow: Headed to London for the @BBCR1 teen awards! So pumped,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 3:26,RT,RT @CatWormstein: I care too much. You could care less,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/7/15 23:47,RT,RT @CatWormstein: Don't be a dick,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/7/15 21:39,RT,RT @Ashton5SOS: I don't wanna say goodbye to another night! I don't wanna let it burn in the city lights,,,,,,,,,,,,,,
